UniqueCount	AmbigCount
10	94
0	0
4	6
0	1
0	0
0	1
0	0
0	14
0	1
0	0
1936	741
1	26
0	171
0	102
0	126
0	128
0	476
0	127
0	0
0	2
0	0
12	1673
13	472
9	91
0	209
3	399
83	1736
0	382
1	373
0	898
0	106
0	52
0	0
0	3
0	1
0	1
0	0
0	57
0	0
0	27
0	0
1	992
3	922
3	535
0	267
0	930
0	18
0	32
0	27
0	99
31	463
0	61
0	61
0	18
0	13
0	8
0	9
0	1
0	6
0	0
0	0
0	0
0	0
1	2608
0	2613
54	1212
7	0
1	49
0	131
2	628
5	574
3	125
0	89
0	47
0	60
0	0
0	0
0	0
1	0
0	0
7	143
1	14
1	0
0	0
772	91
0	70
3	29
4	29
531	150
2	38
1	140
0	0
0	0
3	254
0	0
0	0
0	0
0	386
4	377
3	292
3	193
0	12
4	40
0	32
4	19
0	3
0	9
0	0
6	0
8	0
6	19
0	14
4	6
1	5
14	7
0	661
0	4052
0	1
0	1
0	0
4	8875
13	136
347	136
0	0
4	30
0	0
0	0
0	1
0	1
11	230
0	73
0	199
8	174
13	0
32	0
0	0
0	0
1	9
0	9
0	9
0	1397
47	9378
18	6973
4	2491
2	7649
2	4382
212	261
3	261
1	0
0	0
3	2281
0	2247
0	2270
0	2321
0	2274
1	3722
0	3732
0	3642
0	2588
0	3745
0	3581
0	1882
0	103
0	108
2	134
0	122
0	105
0	0
0	0
0	0
17	210
6	88
1536	387
0	285
2	423
0	19
3	0
1738	2121
7	2128
10	1425
6	1138
4	1432
0	872
2	331
25	8
0	34
2	9
0	3
1	38
0	0
16	1224
0	265
105	1224
1	55
1	17
12	22
0	12
0	0
0	15
0	0
0	0
1	118
1202	118
2	0
1941	1228
42	287
0	634
99	675
4	0
0	0
1	0
7	10
0	5
0	0
56	10
8	0
0	1
5	1
4	0
0	143
0	23
33	147
1	0
0	0
0	3
0	0
0	302
2	311
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
2	0
12	10
0	10
0	875
42	73
0	69
0	28
0	6
1	7
0	0
0	0
0	5
0	0
0	0
1	0
0	0
0	0
0	0
4	19
0	0
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	11
0	5
10	126
0	126
0	23
0	21
0	6
0	0
0	0
0	0
27	0
639	6453
0	6453
0	1398
0	1404
0	0
3	0
0	3
81	3
88	3
0	3
0	0
1	0
148	687
56	687
4	59
11	19
0	19
3	9
1	0
0	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
32	1268
17	1270
0	428
0	447
0	495
0	154
0	0
1	0
0	131
0	32
0	1
0	0
43	4479
0	4572
108	4604
0	1996
1	2350
3	182
0	69
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
3904	1251
0	1251
0	571
0	0
0	11
3	0
1	47
544	77
0	82
7	1030
696	1258
0	273
0	1118
0	657
122	509
1	468
475	140
0	140
0	0
0	0
0	313
0	796
0	800
0	797
7	486
43	798
0	54
0	316
14	82
5	0
0	0
0	19
0	19
0	0
0	0
68	81
0	117
0	92
0	0
0	75
0	196963
0	54015
1	56642
2	527109
1	550323
1	531113
1	522940
19	4450
2	400
0	177
679	4403
13	178
1	404
0	0
0	0
0	0
0	0
0	0
0	2142
2	2530
0	2877
52	2877
0	2858
4	1693
8	1385
0	13
1	11
1	146
4	375
0	6
1	0
0	0
0	0
0	0
0	0
0	0
0	0
2	53
0	0
1	2
0	0
0	0
0	0
0	10
0	0
13	3
0	24
0	0
0	0
0	0
1	1
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	5
0	40
0	0
1	3
0	0
0	0
0	0
0	0
0	0
0	0
2	398
0	0
0	1
0	0
0	0
0	0
0	161
0	0
0	2234
0	2233
1	1103
2	35
9	13
11	250
13	216
4	191
4	24
2	0
6	149
5	60
1	4
0	1
0	0
0	18
3	3452
21	2211
1	39
0	3520
0	3520
14	3142
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	122
0	0
0	0
207	40
51	22
1	34
2	7
0	13
0	0
3	0
182	728
0	0
0	1
3	0
0	1
0	0
2	12
0	0
0	0
0	0
66	126
0	80
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
184	26
0	40
0	18
0	1
0	0
0	0
3	6
0	6
0	0
10	0
0	13
1	76
0	832
2	792
0	48
6	87
2	814
2	439
0	41
0	396
199	33
2	29
3	15
1	2
0	0
0	385
0	427
0	47
0	38
0	40
0	34
0	62
756	114
0	6
1	112
0	3971
0	2917
6	4435
0	150
2	1087
5	154
2	0
28	7168
0	625
0	62
0	59
0	314
0	8169
1	8189
0	33
0	21
4	40
3	480
24	568
0	7805
0	63
0	15
42	1937
0	4895
1	114
0	446
0	429
0	0
0	0
0	0
0	45
0	0
2	0
3	20
0	0
0	0
0	697
0	0
1	0
50	0
65	31
0	0
96	527
12	511
0	0
602	255
4	14
0	122
3	181
0	175
0	27
0	149
0	14
1	0
37	21
0	5
2	3
3	29
0	19
0	3
4	65
0	10
0	10
0	10
0	3
5	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1170	0
0	0
0	0
0	0
0	0
390	8003
0	3399
64	1362
244	8149
72	2323
16	1333
28	2283
0	0
0	0
0	30
5	1
1	10093
32	10127
44	1034
1	740
0	869
0	354
0	95
0	75
0	0
27	1189
6537	1242
2	155
0	97
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1049	679
22	681
0	0
1	0
0	15
376	996
7	558
2	967
1	29
0	74
4	223
1	0
5	258
0	58
0	30
0	8
0	0
43	9
1	7
0	94
0	19
0	11
0	80
4	167
0	307
0	297
0	322
0	422
13	395
26	167
0	386
0	5
0	17
0	8
0	0
0	2628
1	2724
0	1547
11	1560
4	239
2	136
0	62
31	76
1	0
0	0
0	0
0	0
0	0
21	117
204	1185
50	1240
72	1181
4	1135
7	67
0	62
17	59
322	86
0	83
0	0
0	3
0	1061
29	1042
10	57
5	5
1	187
0	0
0	99
0	78
0	40
11	12
1	88
0	5
17	263
0	248
11	42
1	14
0	48
3	25
3	419
1	413
0	412
3	419
5	37
0	38
0	3
0	7
36	0
1	0
0	12
1	12
0	12
0	9
0	12
0	5
0	3
0	3
0	0
0	0
0	19
0	0
7	4026
1116	5452
0	1053
94	650
4	157
0	3679
6101	1805
29	141
147	600
2	1172
2	877
1	195
4	309
0	1
3	1
0	0
0	0
29	39
37	100
3	7
1	11
2	82
0	0
0	0
0	2588
3	2588
24	737
4	83
0	80
0	88
1	88
0	46
0	0
0	0
0	7
0	94
0	0
0	15
0	16
0	17
0	351
106	352
1	15
0	260
1	21
19	73
10	41
0	10
15	0
0	0
0	3
0	3
2	5
0	0
1	32
1333	1557
1	32
1	1175
0	1142
0	1448
0	1114
0	434
0	1076
0	889
1	948
0	844
0	159
0	0
0	0
0	0
3655	4
3	4
39	1092
62	1170
0	711
1	541
1	1119
6	95
19	643
0	1015
0	1029
2	222
0	137
0	6
0	13
0	4
0	10
2	1
0	1
271	6108
3703	6149
264	41
0	0
0	0
0	0
28	163
1	167
0	150
3	157
4	128
88	276
0	275
1	177
25	20
28	3
6	27
39	39
3	34
0	39
2	108
25	175
13	5
1	89
14	41
102	997
52	877
2	11
40	5
1	685
0	880
0	169
16	0
1	19
0	0
0	0
0	0
0	0
170	1128
58	1020
0	1047
104	948
1	283
10	767
0	476
0	5
431	1809
24	1809
0	52
0	227
0	268
141	770
16	728
3	38
0	14
1	45
20	58
1	21
1	17
0	42
0	16
2	4
6	0
0	0
0	1261
20	1261
4	1247
1	113
0	105
0	64
0	0
8	0
0	0
2	0
3	0
0	0
0	0
0	0
993	3221
0	3199
1	22
0	2082
45	2036
1	431
0	1981
15	286
2	113
0	124
0	128
0	0
0	3
1	0
0	0
53	574
0	17
1	210
4	401
45	0
2	0
7	12
0	0
2	8
570	14
2	6
1	0
2	0
167	9389
14	7188
42	9165
116	9174
0	4515
4	4183
43	351
0	20
0	313
5	264
0	13
0	0
0	0
0	0
2	710
0	710
2	530
0	123
41	158
3	0
471	305
8	137
2	10
0	32
0	0
0	0
4835	0
72	2
11	5
0	5
1	0
0	1
0	1
0	1
0	4439
22	4234
0	11
0	802
9	3242
0	3160
0	2870
0	3358
2	3340
0	156
0	16
0	0
3	234
1	149
0	348
25	4
21	179
12	224
13	0
0	2
0	6
0	5
0	0
15	0
0	0
0	614
6	619
4	5
45	466
1	5
1	14
23	11
0	2
1	0
0	2
0	0
0	9
0	2
0	9
0	0
0	0
0	0
1	0
3	0
0	0
0	0
0	0
0	0
0	0
128	129
0	26
0	14
1	89
0	0
450	135
0	133
0	2
0	0
0	0
0	0
0	194
0	190
3	18
4	0
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	0
0	2
0	2
0	0
0	19
5	0
1	1
0	29
0	27
0	27
1	7
0	27
0	26
0	28
0	0
0	0
0	367
1	423
0	232
0	386
0	326
0	386
12	346
0	260
5	374
8	844
7	931
8	822
0	770
2	783
0	875
0	712
1	748
0	690
0	773
3	742
0	694
0	756
0	528
1	358
0	671
0	779
0	770
0	649
76	280
0	37
0	0
1	0
17	3219
274	3203
9	16
32	16
0	119
0	31
0	40
1	18
0	110
0	117
20	117
0	75
36	0
18	800
12	347
35	488
9	181
1	287
0	438
19	225
0	0
144	55
121	110
13	0
0	46
0	101
0	0
0	1858
0	1837
18	165
0	195
0	29
1	161
13	172
2	60
3	0
20	0
1357	0
179	521
1	521
0	40
0	824
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	30
0	12
842	193
0	1
0	126
0	49
3	15
4	0
1037	0
0	0
0	0
10	0
15	0
148	1354
0	1158
2	422
7	353
0	64
2	32
0	44
5	69
0	0
0	11
0	0
0	0
0	0
12	0
0	13
1	1436
3	231
0	267
10	1466
0	863
0	795
0	138
3	496
4	74
0	0
0	0
0	0
0	0
1	1
0	1
0	128
0	122
0	102
4	107
0	91
2	103
0	92
0	19
0	8
0	26
0	27
0	26
0	29
0	18
0	20
7	304
0	317
0	240
4	213
0	74
4	56
0	1
0	683
9	7
22	695
1	12
8	3
38	626
14	626
2	51
0	27
8	113
2	113
0	0
0	0
0	0
0	0
3	4
0	3
0	201
0	72
1	184
0	19
0	0
3	169
0	0
0	0
0	0
14	249
0	0
0	0
0	0
0	1
0	2
100	34
0	0
0	1
0	8
0	6
0	19
0	0
119	45
0	13
0	32
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	744
8	694
4	56
0	56
0	510
6	11
14	400
12	115
0	46
2	34
0	870
0	0
0	4
0	0
410	104
7	104
0	15
2	25
0	30
0	27
0	37
1	29
0	0
0	5
0	11
0	0
0	0
0	0
0	0
0	1
1	0
0	227
1	227
2	0
7	79
0	1
1	17
0	0
0	113
20	41
0	2
0	2
0	0
0	2
2133	1394
0	1268
14	184
0	132
62	0
0	0
0	0
0	0
2	6
0	267
0	0
0	0
0	0
0	0
0	314
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	172
0	0
0	0
0	0
0	0
0	0
4	2
16	17
12	23
23	648
2106	642
3	0
0	3
0	0
1	0
4	2
1	0
467	0
0	0
0	0
9	194
0	181
1	262
28	253
0	247
0	122
0	87
2	86
0	13
0	25
4	0
0	0
9	0
0	3
0	0
0	0
1	0
19	573
0	563
0	559
16	565
2	18
0	21
5	2
0	68
0	67
0	0
0	86
0	14
0	60
0	4
0	14
0	0
0	0
0	0
0	0
0	16
0	5
0	5
0	1
0	1
1	437
0	15
10	0
1	652
0	1099
0	617
3	1072
1	105
0	613
0	13
3	137
0	985
3	25
0	612
2	189
0	0
4653	2858
1	2516
0	706
5	25
13	88
1	343
30	2772
41	1715
14	1738
0	224
1	464
2	564
24	95
15	291
132	168
0	395
7	148
0	0
0	0
7	1184
41	1213
0	332
0	86
0	65
0	21
4	7
0	0
0	0
0	860
0	176
1	179
0	100
1	71
1	84
22	157
0	84
3	33
15	34
199	3114
59	2722
34	785
21	1524
0	229
1	1158
0	0
0	0
679	321
0	274
22	136
0	48
7	53
0	37
15	23
0	470
1	129
119	476
1	6
0	73
1	49
0	0
13	474
3	474
0	474
0	67
0	64
0	64
0	60
4	5
0	5
0	0
0	1
0	1
44	70
1	69
8	8
3	6
0	4
0	4
0	1
1	0
1	0
0	25
262	52
2	268
0	308
1	299
17	239
1	55
89	92
3	265
0	274
6	153
3	423
0	1
0	2
1	514
8	157
1	136
2	43
1	0
0	34
0	0
0	0
0	0
12	21
21	1
1	64
219	39
1	3
0	36
0	14
3	927
0	927
0	14
0	43
1	64
6	27
0	0
0	0
2	10
0	68
0	1
0	7
0	6
0	3
0	3
951	62
1	19
0	31
0	0
677	50
0	50
0	0
0	1
2	1
0	0
4	236
3	386
0	390
16	16
0	111
0	47
0	11
0	0
0	12
0	49
2	18
0	28
0	37
0	22
0	12
0	0
0	0
0	0
0	0
0	0
3111	3994
0	2487
41	408
384	1717
21	219
3	341
0	371
0	193
1	0
0	176
358	185
1	3
2	9
4	3
2866	1540
46	896
1	498
1251	1227
35	548
0	3
0	89
0	1371
0	2136
7	1973
0	499
1	786
0	522
0	93
10	0
0	24
456	691
11	531
0	444
0	86
2	133
98	152
1	108
0	142
827	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	1
0	0
1543	46
0	43
3	0
0	446
0	0
0	0
0	0
0	0
0	0
0	0
0	760
0	0
0	0
3	163
6	163
0	149
0	2
0	0
2	21
0	1
10	2
0	2
33	22
0	0
2	0
0	0
0	2
0	0
33	0
0	0
0	1
0	1
0	1
0	1
2	0
943	34
1	20
0	17
11	323
25	308
0	334
0	124
0	149
1	147
1	22
0	40
1	108
0	84
480	110
23	153
0	0
0	0
0	0
8	6
0	0
0	0
1	39
0	28
0	97
0	306
0	0
0	48
0	320
0	94
0	272
59	336
0	11
1	5
0	2
0	318
0	26
0	0
0	253
0	333
4	318
0	186
0	42
2	51
0	26
27	101
23	28
1	91
15	76
31	4
1	4
229	82
36	114
0	0
66	18
0	1
1	4
0	9
0	0
13	19
0	19
0	0
0	0
0	2
0	0
0	0
138	92
3040	2784
0	919
0	2233
0	1905
14	2540
0	356
26	492
127	1022
42	1871
0	1865
0	1502
20	209
0	521
0	246
72	1230
3	180
0	159
13	392
3	419
14	363
1	101
2	215
0	102
15	102
0	93
13	3
39	599
1	358
0	125
0	107
0	554
0	115
10	66
0	54
462	433
0	423
2	32
0	23
2	10
1	0
0	7
14	0
3	7
1790	1145
0	1168
0	939
3	548
1	43
1	3
1	1
1	44
0	1
2096	3
0	0
0	0
0	778
0	2
2	2
0	2
0	2
0	2
0	0
9	57
1	57
0	1
0	0
2	43
4	196
0	54
0	3
0	15
0	29
0	166
588	1178
12	101
12	29
0	311
25	196
0	54
0	1
8	100
0	89
0	97
0	86
4	422
0	0
5445	4026
41	3604
5	785
0	1
9	276
0	276
1	71
13	111
24	273
8	679
0	781
5	832
0	76
0	0
1	1
0	0
0	0
0	1
0	0
0	0
0	0
15	654
51	653
0	603
7	270
1	145
2	152
4	89
0	63
0	63
0	8
0	8
6	101
0	7
1	6
0	6
0	9
0	6
0	4
0	0
0	0
0	0
264	1295
1	1196
47	989
0	47
0	5
0	2
0	2
2	15
1	15
0	0
1	2
0	0
0	0
363	0
0	0
69	185
33	65
2	3
27	18
0	15
3	0
0	22
0	16
0	11
39	58
0	0
0	0
0	0
0	182
1849	1190
0	724
2	405
0	0
5	25
2	0
0	67
2	593
3	42
0	65
0	44
410	729
0	45
0	102
0	67
0	232
2	143
0	211
0	102
0	105
0	168
0	0
0	0
1	0
0	0
33	0
4046	30
0	23
6	42
0	0
0	0
1796	9
1	9
2	0
0	6
0	0
0	0
22	832
0	832
0	306
19	79
62	30
193	1811
0	850
30	850
9	7
4	2
0	221
0	196
0	77
7	222
0	59
1	10
18	14
235	261
0	215
0	220
0	181
6	17
0	30
2	91
527	167
2	35
1	15
0	0
0	75
0	82
1	121
1	4
0	7
0	21
0	0
0	145
0	656
7	610
1	0
3	4453
3	888
0	3730
1	2810
9	235
0	82
1	682
0	115
9	1189
0	273
0	619
1	731
1003	151
0	57
0	167
2	166
2	28
3	2
10	339
0	42
1	128
0	0
0	182
2	0
0	0
0	0
0	0
0	0
0	5713
0	1
0	0
11	0
0	0
0	0
0	0
0	0
0	122
0	0
1	0
5	0
0	0
1	0
0	0
0	355
0	0
0	0
4	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	180
0	3
1	29
0	62
0	170
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
111	3564
0	0
1	420
0	177
7	1350
1	1350
0	713
331	811
20	1327
1	1327
12	0
15	0
1	7
0	7
0	80
1	939
0	936
2	937
0	48
1	0
0	0
0	0
0	0
0	1
1	19
0	0
23	21
15	63
0	63
10	21
135	101
16	365
8	4739
0	829
0	292
31	4516
0	651
6	75
26	1999
46	1797
0	280
1	454
0	173
2	5
0	0
260	5061
0	1667
0	3276
0	571
0	3508
0	3334
16	1008
0	1191
11	1015
0	3
0	0
0	0
5	0
22	0
1	0
0	116
0	0
0	0
0	0
0	0
0	0
0	0
2	367
1	367
1	0
0	367
0	0
0	0
0	204
2	1366
0	3516
11	1158
2	256
5	1455
3	3329
0	336
0	3281
7	0
7	241
34	0
9	95
0	0
0	0
4	0
3	0
0	0
54	0
80	587
50	282
1	593
0	113
2	33
1	48
3	0
0	0
0	0
4	0
1212	104
2	104
1	42
0	0
0	0
0	96
0	0
0	0
0	0
0	207
4	179
1	32
0	159
0	868
487	897
1	126
2	169
0	199
2	0
1	1
3	310
17	308
0	44
0	24
0	0
0	0
1	4
0	4
0	4
0	1
0	13
0	477
0	189
3	30
0	474
39	27
0	27
8	0
5	488
795	439
0	210
1	120
11	38
0	0
0	0
0	5040
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	73
0	4
0	4
3	23
38	40
33	42
0	24
59	1293
0	1300
0	238
3	221
0	132
3	69
0	6
1	43
0	193
0	104
0	47
1	43
596	579
10	48
17	123
0	6
0	599
0	32
0	1
4	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	225
0	15877
0	19645
0	1
1	0
0	19379
0	19617
6	11018
15	669
1	419
1	359
1	10687
0	19402
1	19260
2	1455
2	620
5	5350
8	2553
22	102
0	91
0	1844
0	1670
0	2239
35	1605
0	996
0	0
0	0
1	0
3548	4793
0	288
28	242
43	4034
23	5
18	1193
0	0
41	26
25	716
5	712
1	722
0	211
33	353
5	487
1	213
7	129
2	120
31	0
19	0
9	0
4	0
1	0
9	0
15	0
7	0
5	2
1180	397
0	397
3	571
0	0
0	0
3	6
0	6
0	6
0	4
0	4
0	0
0	0
0	0
2	759
0	0
14	4228
326	4228
3	2848
5	228
0	881
4	142
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	41
0	0
0	1174
13	1174
7	91
0	0
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
97	13
0	13
0	7
0	4
0	7
0	6
0	1
0	0
0	0
0	0
0	1
0	0
0	27
0	27
0	40
93	23
0	13
0	15
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	178
16	41
0	174
1	29
14	2
0	0
0	2
5	0
0	0
0	0
0	12
0	0
0	0
439	322
0	3
0	18
2	322
0	36
0	53
0	1061
0	974
0	963
0	1027
0	1016
6	1047
0	1050
4	635
2	42
0	181
0	81
6	38
26	310
0	18
0	76
6	561
0	24
1	2
0	0
0	0
0	2
0	94
1	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	94
1	95
0	0
0	0
0	0
0	0
0	10
0	19
4	0
166	0
0	0
83	22
0	5
0	5
2	2
2	115
0	57
2	146
3	86
358	51
15	51
520	0
671	0
0	40
1	75
1	140
1	416
0	502
0	835
0	1080
1	1038
31	737
4	126
0	6
0	6
0	1
0	1
0	1
0	0
0	0
0	0
1242	4733
62	4249
6	496
2	40
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
492	1696
1	1686
2	1014
2416	5616
1	5616
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	21
0	0
0	0
0	9
5	9
2	0
0	0
0	0
0	2025
0	2013
0	2029
0	706
0	910
0	856
0	822
1	834
0	40
0	81
0	81
6	43
6	61
0	20
0	32
0	41
0	23
0	10
8	25
0	5
0	13
0	4
0	3
1	4
0	4
19	566
0	0
0	1
0	1
0	0
0	0
1	0
856	5140
446	5112
8	4861
0	0
284	3511
79	2092
20	3511
0	530
12	843
14	91
0	0
248	433
40	5709
11	226
1	350
1	5736
1	256
71	5354
4	2
0	0
0	2048
61	1728
14	1868
140	1994
5	132
1	318
0	243
1	235
0	1
4	1
13	31
3	93
1	82
1	94
6	82
1	7
0	74
0	139
0	134
0	122
1	20
0	2
0	1
0	20
4	8
0	11
0	15
13	1318
10	1251
1	107
0	0
24	11
0	7
0	1
0	4
277	410
0	420
0	149
35	419
3	5
0	4
0	0
2	208
657	181
3	147
3	34
0	678
0	687
2	383
0	682
0	635
3	96
3	611
0	612
0	66
17	28
20	922
40	922
0	861
0	819
0	762
3	47
0	55
1	8
0	0
11	457
34	477
9	476
6	38
0	1012
0	1035
27	926
7	178
1	328
0	133
5	12
0	92
11	32
9	4
0	168
10	156
0	80
0	19
0	105
0	11
0	6
0	81
0	107
36	840
0	18
1	1
0	4
1	296
0	41
0	16
6	3
0	621
11	344
0	56
165	125
45	47
8	78
2	3
0	3
0	3
0	3
1	0
0	0
14	6
0	6
0	0
80	12
0	12
0	0
5449	0
1	0
0	0
0	0
2	1
0	1
0	0
257	91
16	154
2	141
0	0
1	1
0	1
0	0
71	0
4	0
0	0
24	1015
26	894
46	652
8	1015
11	44
4	9
4	183
0	80
4	0
6	5526
0	5977
97	5304
2	284
0	5528
12	146
12	22
0	2
0	291
12	484
9	571
0	579
0	149
0	62
0	233
5	239
0	320
67	452
7	463
0	55
20	294
0	93
2	114
0	2297
0	3676
42	3536
17	3567
0	3530
15	3761
0	3709
4	505
10	383
1	168
3	70
45	125
11	212
13	823
6	785
2	735
14	728
21	117
2	2
22	210
2	63
0	199
0	116
0	136
1	161
2	18
8	25
10	5
0	38
32	36
0	2
101	1185
6	155
0	363
4	1088
22	258
1	991
0	468
9	520
2	316
0	269
0	145
22	38
13	107
1	282
4	217
58	235
66	11054
2	10527
1	6467
0	4186
41	2177
25	1156
4	1008
0	839
0	1
0	1
0	0
0	0
677	2380
0	937
0	1134
0	2394
0	2483
5	1191
0	2225
0	187
17	94
1	1
26	32
11	245
11214	1100
232	70
2	823
8	828
2	673
0	300
0	0
449	682
0	323
2	384
16	293
0	0
0	870
0	870
28	783
0	848
14	843
2	274
16	460
0	224
0	392
1	274
0	54
0	36
1	54
2	20
91	16
1	0
0	16
0	0
0	0
0	0
0	0
4	3153
5	219
0	1761
13	1
7	26
1	17
14	57
5	137
41	450
4	3085
25	462
0	768
0	918
0	608
3	76
0	0
19	935
4	1002
2	207
0	306
2	408
1	388
0	330
4	392
11	79
13	355
4	169
9	304
30	148
6	334
34	334
7	0
57	2227
26	2232
38	2141
2	1969
0	70
1	15
23	308
3	16
0	7
26	280
2	40
21	13
0	2
2	16
3	244
12	179
0	107
0	121
23	1383
5	144
10	1342
16	113
402	0
1	0
9	879
11	879
9	862
2	75
1	81
12	666
11	47
1	61
4	1
0	0
109	3419
8	82
1	161
4	3050
24	91
0	132
114	3408
0	99
2	237
0	244
0	1316
0	249
0	0
0	0
0	12
0	0
0	0
4	0
0	6
0	6
0	0
28	0
0	0
0	0
4	10008
0	10007
0	4476
39	494
8	3580
4	1855
0	412
0	0
8	0
11	0
0	0
0	0
0	0
0	24
3	24
0	3
0	1
0	1
0	1
2	0
700	4
0	0
0	0
6	1375
3	1476
5	1310
10	551
1	141
0	263
3	156
0	0
26	0
9	97
